%time,field.header.seq,field.header.stamp,field.header.frame_id,field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z,field.rp.x,field.rp.y,field.rp.z,field.rk.x,field.rk.y,field.rk.z,field.rf.x,field.rf.y,field.rf.z,field.lp.x,field.lp.y,field.lp.z,field.lk.x,field.lk.y,field.lk.z,field.lf.x,field.lf.y,field.lf.z
1489188041404974842,1036,0,,1.71649694666,-0.00229650896148,0.263128491099,1.67589578151,0.00429384559479,0.045567727148,1.63689199243,0.0107137581922,-0.181974259101,1.67760149771,0.167213620672,0.0498720879458,1.67760038834,0.167213437562,-0.252146985539,1.67759927894,0.16721857977,-0.554165769106,1.67419006531,-0.158625930436,0.0412633663501,1.60468271887,-0.323878871298,-0.229738545083,1.4880966465,-0.0465223049122,-0.254957614523,1.59900366707,0.123675207881,-0.406701399596,1.59900197038,0.123675207875,-0.868612868099,1.59900033894,0.123675207869,-1.31275855901,1.59677273964,-0.0894078539041,-0.412331091105,1.59677104294,-0.0894078539103,-0.874242559608,1.59676941151,-0.0894078539163,-1.31838818949
1489188041505437589,1037,0,,1.72451565568,-0.00616649179047,0.268040845678,1.68179523151,0.000738403950597,0.051794710483,1.64173699658,0.00804259431006,-0.175540301678,1.68795639183,0.16355788173,0.0559405160967,1.68795528245,0.16355769862,-0.246078557388,1.68795417306,0.163562840828,-0.548097325696,1.67563407119,-0.162081079551,0.0476489048693,1.60023867797,-0.33527848479,-0.227279834301,1.4896118184,-0.0556399140928,-0.254499734346,1.60570779945,0.121822716332,-0.400164162259,1.60570610276,0.121822716326,-0.862075600244,1.60570447132,0.12182271632,-1.30622123012,1.59764972386,-0.0911291412711,-0.40558646542,1.59764802717,-0.0911291412774,-0.867497933923,1.59764639573,-0.0911291412833,-1.3116435638
1489188041605667264,1038,0,,1.72480366695,-0.0164203039994,0.270690563858,1.68304722528,-0.00776159145063,0.0543592810797,1.6428237015,0.00116790562325,-0.172887794073,1.6930808246,0.154852028971,0.0589732121175,1.69307971522,0.154851845861,-0.243045861367,1.69307860582,0.154856988069,-0.545064629675,1.67301362595,-0.170375217594,0.0497453500418,1.59840637018,-0.35053807404,-0.218127178644,1.48918329649,-0.0709831468682,-0.251613136092,1.60916168784,0.116438718704,-0.397117605121,1.60915999115,0.116438718698,-0.859029104141,1.60915835971,0.116438718692,-1.30317473402,1.59603866761,-0.0962439161708,-0.403152163848,1.59603697091,-0.0962439161771,-0.865063601833,1.59603533947,-0.0962439161831,-1.30920923171
1489188041705184133,1039,0,,1.72492125826,-0.0258734361969,0.27147605537,1.68279896982,-0.0170778164608,0.0547240433442,1.64277711104,-0.00955304491302,-0.172609763506,1.69621488824,0.145330922319,0.0577380626661,1.69621377886,0.145330739209,-0.244281010818,1.69621266946,0.145335881417,-0.546299809644,1.6693830514,-0.179486559055,0.0517100240223,1.59103166585,-0.360335525446,-0.213895980901,1.48523605978,-0.0801901010645,-0.252948631847,1.61152867309,0.104179068585,-0.397972533249,1.6115269764,0.104179068579,-0.859883971234,1.61152534496,0.104179068573,-1.30402960111,1.59398183143,-0.108235622945,-0.401914607465,1.59398013474,-0.108235622951,-0.86382604545,1.5939785033,-0.108235622957,-1.30797167533
1489188041804996484,1040,0,,1.72450040199,-0.0366903132006,0.272138135773,1.68211322769,-0.0295357676644,0.0555740672256,1.64194916012,-0.0228648679846,-0.171762745084,1.69768795652,0.132701792598,0.0575832415816,1.69768684714,0.132701609488,-0.244435831903,1.69768573775,0.132706751696,-0.546454600211,1.66653849886,-0.191773327926,0.0535648928695,1.58379797465,-0.374817729751,-0.208382557113,1.4795121189,-0.0947231726269,-0.251652102032,1.61197025455,0.0899014365399,-0.397785645222,1.61196855785,0.0899014365336,-0.859697083208,1.61196692641,0.0899014365276,-1.30384271309,1.59159993056,-0.122289373149,-0.400413439047,1.59159823387,-0.122289373155,-0.862324938068,1.59159660243,-0.122289373161,-1.30647056795
1489188041905941785,1041,0,,1.7246670767,-0.0476454403045,0.274450329986,1.68215320138,-0.0419418077093,0.0586044625867,1.64159912262,-0.036167760048,-0.168687838403,1.69927541263,0.120148873319,0.0596672964197,1.69927430325,0.120148690209,-0.242351777065,1.69927319385,0.120153840046,-0.544370560632,1.66503099013,-0.204032488737,0.0575416287538,1.57654214954,-0.380687568415,-0.204925026188,1.46746597092,-0.105388042314,-0.263788105148,1.61224216683,0.0756056459126,-0.395285096905,1.61224047013,0.0756056459064,-0.857196595925,1.61223883869,0.0756056459004,-1.3013422258,1.5898479209,-0.136393055427,-0.396675181879,1.58984622421,-0.136393055433,-0.858586650382,1.58984459277,-0.136393055439,-1.30273228026
1489188042005565860,1042,0,,1.72233508687,-0.0579187108944,0.275453695485,1.67999383641,-0.057156045225,0.0594147732531,1.6393355305,-0.0570976618564,-0.167907236216,1.69501837716,0.105104813187,0.0567692865441,1.69501726779,0.105104630077,-0.24524978694,1.69501615839,0.105109779915,-0.547268555249,1.66496929566,-0.219416903637,0.0620602599621,1.57103830912,-0.396820950448,-0.203135378896,1.46073005309,-0.123864080241,-0.270260828208,1.60850251205,0.0490713609357,-0.396959277504,1.60850081535,0.0490713609294,-0.858870776524,1.60849918392,0.0490713609234,-1.3030164064,1.5888519371,-0.163149925541,-0.393499244383,1.58885024041,-0.163149925547,-0.855410743403,1.58884860897,-0.163149925553,-1.29955637328
1489188042105012936,1043,0,,1.71777470718,-0.0675504300688,0.278104011309,1.67625073033,-0.0714314648581,0.0609223095855,1.63647647192,-0.0754020165357,-0.166532210455,1.68945262966,0.0909397994566,0.055779393048,1.68945152028,0.0909396163471,-0.246239680436,1.68945041089,0.0909447661843,-0.548258464004,1.66304883099,-0.233802729173,0.066065226123,1.563480156,-0.411289636658,-0.197345785093,1.45715248364,-0.136845599729,-0.264931499881,1.6053356002,0.0268102885881,-0.397349951906,1.6053339035,0.0268102885818,-0.859261389891,1.60533227206,0.0268102885758,-1.30340701977,1.58806882684,-0.185555415478,-0.390623509084,1.58806713015,-0.185555415484,-0.852535008104,1.58806549871,-0.18555541549,-1.29668063798
1489188042205318724,1044,0,,1.72020224596,-0.0779871200656,0.280882048046,1.67605889126,-0.082961075243,0.0644919361448,1.63382016301,-0.0885533095571,-0.162489659193,1.68984440387,0.0793187452926,0.0579285462722,1.6898432945,0.0793185621831,-0.244090527212,1.6898421851,0.0793237120203,-0.546109295521,1.66227337864,-0.245240888149,0.0710553260175,1.56320585162,-0.431838770967,-0.18803348245,1.46096182003,-0.15368552104,-0.245755290118,1.60059641004,0.011977496064,-0.393763386646,1.60059471335,0.0119774960577,-0.855674824631,1.60059308191,0.0119774960518,-1.29982045451,1.58256645948,-0.200268585714,-0.385179122417,1.58256476278,-0.20026858572,-0.84709059092,1.58256313135,-0.200268585726,-1.29123628183
1489188042305065329,1045,0,,1.7176076694,-0.0870132144959,0.279460426718,1.67323434761,-0.0940270569927,0.0646722748893,1.63029762954,-0.10167486638,-0.162124244033,1.68491707247,0.068368127523,0.0569844573158,1.68491596309,0.0683679444135,-0.245034616169,1.68491485369,0.0683730942507,-0.547053369218,1.66155162275,-0.256422241508,0.0723600924628,1.56340002677,-0.446966974599,-0.180470845834,1.47379473621,-0.160679065211,-0.211230526465,1.59500076171,-0.00312419189426,-0.393948211062,1.59499906501,-0.0031241919005,-0.855859679565,1.59499743358,-0.00312419190649,-1.30000537048,1.57972106124,-0.215521144383,-0.383893314846,1.57971936455,-0.21552114439,-0.845804752831,1.57971773311,-0.215521144396,-1.28995038271
