field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z
1.7498207387,0.0957601048,0.3114689754,1.7275070175,0.1073731668,0.0903204825,1.7064245564,0.1205249295,-0.1464795347,1.8085149031,0.2545927789,0.0912847388,1.9444103696,0.4749765941,0.1342714833,1.8274268196,0.3066455675,0.3566960463,1.6464991318,-0.0398464606,0.0893562262,1.6576731744,-0.3010163414,-0.0469571846,1.5172789814,-0.1130545158,-0.2321790962
1.7498904099,0.1032174415,0.3105054131,1.7255710745,0.1144017241,0.089213083,1.7042221342,0.1274735527,-0.1475778847,1.8034087887,0.2633251363,0.0904163951,1.9321376167,0.4866509875,0.1329033643,1.8199704818,0.3067419451,0.346183592,1.6477333603,-0.034521688,0.0880097709,1.6627592619,-0.2980176045,-0.0363776515,1.5242442118,-0.1083570873,-0.2219185017
1.7494331026,0.1112198355,0.3098396433,1.7237263229,0.1214770729,0.0894781807,1.7008764126,0.1328195106,-0.1472619392,1.7989171769,0.2717626503,0.0894210655,1.9261298719,0.5001254222,0.1315858204,1.8168427499,0.3120887049,0.3389022009,1.6485354689,-0.0288085122,0.0895352959,1.6706832013,-0.293256467,-0.0345387372,1.5302341917,-0.1106957341,-0.227082281
1.7493872003,0.1123660374,0.3099315014,1.7217971108,0.1245147016,0.0889906848,1.697682303,0.1373889416,-0.1475461834,1.7959548844,0.2753159231,0.0896380717,1.9201389983,0.4934786107,0.1170896342,1.8119592742,0.3270845366,0.3395048189,1.6476393371,-0.0262865161,0.0883432979,1.6756917377,-0.2888703707,-0.032489401,1.5383159701,-0.1120045576,-0.2307405291
1.7502922244,0.1143341269,0.310472178,1.7212682979,0.1263607842,0.0896746619,1.6959174079,0.1388686257,-0.1467527657,1.7959884479,0.2768865409,0.0896260629,1.9223876689,0.495700909,0.1229472996,1.8124967447,0.3308275805,0.3418632764,1.6465481479,-0.0241649724,0.089723261,1.6728952023,-0.2850603529,-0.0359013246,1.5341860758,-0.1039954938,-0.2258589374
1.7491745537,0.1115363933,0.3090643147,1.7189420056,0.1249331863,0.0886885407,1.6939872288,0.1388139921,-0.147705197,1.7941759539,0.275201323,0.0895700545,1.9286161543,0.4999992717,0.119011356,1.8172881206,0.3264351726,0.3358631062,1.6437080572,-0.0253349276,0.0878070269,1.6657698167,-0.2825126191,-0.0386348876,1.5288993215,-0.0980163872,-0.2229102638
1.742385361,0.1115442801,0.3068627405,1.715872415,0.1250126199,0.085907714,1.6928138771,0.1390844041,-0.1506659928,1.7919465771,0.274850851,0.0874054051,1.9287112808,0.493321263,0.1215243943,1.8171616718,0.317125907,0.3309202966,1.6397982528,-0.0248256227,0.0844100228,1.6623728388,-0.2848104221,-0.0423602704,1.5216506623,-0.0958858139,-0.2213269394
1.7422666146,0.1084691683,0.3114015288,1.7155307614,0.1231582867,0.0898402103,1.6923849387,0.1385655732,-0.1466427979,1.7930056854,0.2722687016,0.0919720821,1.9326778368,0.4900603218,0.1191364098,1.8154128963,0.3155034335,0.3303431241,1.6380558374,-0.0259521511,0.0877083386,1.6607024254,-0.2850466343,-0.0435030789,1.5144803895,-0.0929289768,-0.214203851
1.7449201855,0.105847718,0.3105512077,1.7164118721,0.1217607908,0.0903901491,1.6914329152,0.1386275051,-0.1458016842,1.7951440012,0.2702072165,0.0926643045,1.9329562663,0.4897083025,0.1152935743,1.8155858697,0.3145794534,0.329337142,1.637679743,-0.0266856158,0.0881159937,1.6595487324,-0.2859081803,-0.0461039352,1.5112421182,-0.088973346,-0.207550122
1.742233784,0.1060579133,0.3107045684,1.715136354,0.1226334668,0.0898021869,1.6908046131,0.1396697849,-0.146449448,1.793428054,0.2713101155,0.0924600109,1.9352535211,0.4880298137,0.117310732,1.8151080873,0.3127260276,0.3277213296,1.6368446541,-0.0260431838,0.0871443629,1.6590973155,-0.2873700349,-0.0478310301,1.507156317,-0.091866107,-0.2065528536
1.7456858277,0.1043506048,0.313736233,1.7163413234,0.1216430919,0.0924450658,1.6905714702,0.1394155116,-0.1435963282,1.7947860998,0.2702378243,0.0950690147,1.9312546154,0.4873483415,0.1154417892,1.8166583761,0.3103816119,0.3242237042,1.6378965471,-0.0269516501,0.0898211168,1.6570389568,-0.2876018845,-0.0505269759,1.5039608767,-0.0878008721,-0.2040541389
1.7428308438,0.1026469886,0.3110744698,1.7144670565,0.1193632541,0.0903348584,1.6891349452,0.137744852,-0.145710184,1.792924408,0.2679432313,0.0934852508,1.9282244044,0.4887423428,0.1006034061,1.8124816752,0.3214426012,0.317567378,1.6360097049,-0.0292167136,0.0871844661,1.656608047,-0.2873911012,-0.0507532317,1.5028568644,-0.0890273319,-0.2075802884
1.7412228488,0.0983927103,0.3169552435,1.7138752937,0.1138924191,0.0941322696,1.687324799,0.13228757,-0.1417768278,1.7914796152,0.2629230844,0.0970189475,1.9174374269,0.4892419064,0.070541907,1.7994386197,0.3811016109,0.3203766911,1.6362709721,-0.0351382615,0.0912455918,1.6532001576,-0.2835703435,-0.0612167049,1.4895214807,-0.1052504796,-0.2391912929
1.7430755636,0.0858385407,0.3190380309,1.7134908341,0.0993637693,0.0964552386,1.6849000613,0.1165064102,-0.1393072449,1.7873420937,0.2502892038,0.0984733084,1.8930382168,0.4839275468,0.0210466964,1.7789785439,0.5135955238,0.2886587181,1.6396395744,-0.0515616576,0.0944371688,1.648199167,-0.2784541814,-0.0931474879,1.4679120762,-0.1729964239,-0.3149600733
1.7460690576,0.0700499775,0.3265820873,1.7150732003,0.0816861018,0.1034962637,1.6833769697,0.0960824468,-0.1320422552,1.781199344,0.2361043363,0.1040358309,1.8672641675,0.4702340012,-0.0262680435,1.7300924431,0.6319047925,0.1764189532,1.6489470565,-0.0727321404,0.1029566964,1.6490654353,-0.2921995396,-0.1245161129,1.467170928,-0.3155520143,-0.3739860411
1.7496665623,0.0530871611,0.3348373536,1.7166255651,0.0598691481,0.1140065805,1.6822174429,0.068256614,-0.1214269326,1.7642416688,0.2207551224,0.1127791488,1.8306175245,0.4422609967,-0.0641781873,1.6663410106,0.6804177419,0.001101652,1.6690094614,-0.1010168339,0.1152340122,1.6654777881,-0.326543687,-0.1258351429,1.4994080486,-0.4744692849,-0.3503744651
1.7422558839,0.0334333368,0.3392008452,1.7151581262,0.0368167822,0.1155776919,1.6826419921,0.0392679757,-0.1202688684,1.7409623204,0.2025312362,0.1137422394,1.7866573419,0.4241839004,-0.1093896576,1.609914711,0.6556671684,-0.1980068596,1.6893539321,-0.1288976643,0.1174131443,1.6947616501,-0.3766647953,-0.0962702557,1.5448902448,-0.6225228898,-0.2275547775
1.7420306294,0.0148510491,0.3443790077,1.7166067224,0.0093788564,0.1180475123,1.685742237,0.0016028536,-0.1178697022,1.7188992984,0.176959683,0.1122238344,1.7412157909,0.3858145623,-0.1539197412,1.5679187797,0.5652364722,-0.3439023657,1.7143141465,-0.1582019549,0.1238711902,1.7262329057,-0.4380422737,-0.0404628227,1.6015516984,-0.7272853769,-0.0788210684
1.7492134396,-0.0005889746,0.3482600543,1.7213541426,-0.0138992939,0.1235595417,1.6930687817,-0.0279950704,-0.1124174968,1.709513653,0.1533569569,0.1149877849,1.7115582876,0.3343831485,-0.1809900058,1.5487066138,0.4472788821,-0.4307250186,1.7331946322,-0.1811555599,0.1321312984,1.7582095288,-0.484097271,0.0296665306,1.6570102421,-0.7772397631,0.0836002367
1.7574543259,-0.0113970994,0.3487500753,1.7244234384,-0.0331392766,0.126606497,1.694205608,-0.0535304361,-0.1086771445,1.7021714431,0.132947857,0.115070011,1.6917199209,0.2966752509,-0.1821496161,1.5515330327,0.3431838912,-0.467574974,1.7466754336,-0.1992264027,0.1381429829,1.7824529522,-0.51237773,0.1052117297,1.7063475226,-0.7828859442,0.2441732977
1.7497200987,-0.0242319095,0.3429338805,1.7205277425,-0.0521842128,0.122831998,1.694078487,-0.0779977141,-0.112378766,1.6896735691,0.1123112907,0.1082485466,1.683329058,0.2822324711,-0.1616510196,1.5773119932,0.2721586258,-0.4640113785,1.7513819159,-0.216679724,0.1374154418,1.8022197413,-0.51788901,0.1507636895,1.7339945045,-0.7488491605,0.3471849759
1.7503789244,-0.0354318029,0.3350606481,1.7176408102,-0.0666413729,0.1166883471,1.6895404438,-0.0952612805,-0.1180159411,1.6781911828,0.0959685133,0.101582596,1.6742836526,0.2712771156,-0.138096833,1.5812333212,0.2466421913,-0.4390539649,1.7570901934,-0.2292512515,0.1317940982,1.8176938291,-0.5202233647,0.1725945043,1.7450515478,-0.686161803,0.4197915027
1.7495792542,-0.0437303517,0.3301332219,1.7149439358,-0.07757503,0.11257857,1.6860075216,-0.1089401418,-0.1216746501,1.6698158441,0.0834862819,0.096587708,1.6662643138,0.2727929247,-0.1174038256,1.5758466135,0.2386194054,-0.4108181053,1.7600720276,-0.2386363419,0.1285694321,1.8285050974,-0.5187487767,0.1710724614,1.7436770634,-0.5953230629,0.45159589
1.7502763929,-0.0517031313,0.3208556314,1.7122685232,-0.0863689851,0.1044575472,1.6804014586,-0.1206479718,-0.129004082,1.6653530759,0.0740809463,0.087302446,1.664166333,0.2791405733,-0.0997183168,1.5673792681,0.2178851213,-0.3815023393,1.7591839705,-0.2468189166,0.1216126559,1.8326680977,-0.5148931706,0.1516336796,1.7444947097,-0.5115946053,0.440916932
1.7490671784,-0.0605894806,0.3157660057,1.7090843269,-0.0945618908,0.0983733914,1.6743959751,-0.1289561604,-0.1346710979,1.6620773285,0.0659156739,0.0816857131,1.6682442549,0.2836192565,-0.0840653777,1.5498346514,0.1776104292,-0.3386912397,1.7560913253,-0.2550394785,0.115061062,1.8300001977,-0.5177487712,0.1342598338,1.7523696888,-0.4352269616,0.4118917566
1.7502353951,-0.0665040004,0.3108991191,1.7064747153,-0.0996762803,0.0953107179,1.6684445674,-0.1338023889,-0.1372480261,1.6600580506,0.0610426349,0.079316763,1.6684958469,0.2823195443,-0.083997126,1.5340737468,0.1282941176,-0.2992845656,1.75289138,-0.2603951726,0.1113046727,1.8304420531,-0.5221125391,0.1192385233,1.7557833841,-0.3758084921,0.3713330587
1.742711583,-0.0694696729,0.305647865,1.7011890597,-0.1033021313,0.0886819683,1.6634490754,-0.1380282831,-0.1438409796,1.6552949755,0.0575099445,0.072114159,1.6558704668,0.2717508028,-0.0983221529,1.5220683707,0.0980136323,-0.2976987671,1.7470831439,-0.2641141881,0.1052497853,1.8266779842,-0.5226881755,0.1102680629,1.7611785931,-0.3510665899,0.3479767157
1.7417877474,-0.0685999634,0.3044724839,1.6974765392,-0.1046306056,0.088422964,1.6568611951,-0.1404433769,-0.1434448982,1.6537311323,0.0567035995,0.0711668076,1.6501921102,0.2673811836,-0.1059422492,1.5135594956,0.0891772973,-0.2967167413,1.7412219462,-0.2659647955,0.1056791129,1.8265955661,-0.52481519,0.102523831,1.7577357481,-0.3431237925,0.3297902049
1.7408775997,-0.0716265095,0.3037767475,1.6947651359,-0.1101784214,0.0889755405,1.6535935317,-0.149284255,-0.1422607432,1.651605292,0.0510476888,0.069393912,1.6507780541,0.2627581083,-0.1088241179,1.5111071408,0.0806396754,-0.2949812891,1.7379249797,-0.2714045354,0.1085571691,1.8238296094,-0.5321253808,0.104603103,1.7581106903,-0.3356591915,0.3215142941
1.7358837208,-0.0755675678,0.3046320515,1.6911626236,-0.1168702834,0.0895786421,1.6515506005,-0.1587105473,-0.141454095,1.6461866138,0.043633431,0.0682224231,1.6472975902,0.2586200645,-0.1116250542,1.5076700293,0.0738802938,-0.2956624899,1.7361386334,-0.2773739939,0.1109348612,1.8199014114,-0.5379326462,0.1055225433,1.7482660048,-0.3440081657,0.3243345512
1.7292498206,-0.078496738,0.3046864582,1.6866333425,-0.1211522672,0.0895991056,1.6486930797,-0.1649156054,-0.1413589918,1.6408138231,0.038914295,0.0667953798,1.6447071519,0.2564753712,-0.1094808643,1.5072517117,0.0707918829,-0.2940383123,1.7324528619,-0.2812188256,0.1124028313,1.8129181494,-0.5406738828,0.1066944898,1.7412347855,-0.3491086554,0.3275926947
1.7202183177,-0.0822020477,0.2985887741,1.6798165649,-0.1259389286,0.0834137668,1.6443415162,-0.170974032,-0.1476899237,1.6329501682,0.0336628585,0.0595060563,1.6392429203,0.2536011903,-0.1118572786,1.5046025544,0.0639789917,-0.2974117157,1.7266829616,-0.2855407156,0.1073214697,1.8112807191,-0.5442740475,0.1087565685,1.7365178783,-0.3528389583,0.3270582577
1.7151651035,-0.0841230486,0.2989731615,1.6771278569,-0.1295862163,0.0832209819,1.6441470749,-0.1758434785,-0.1480033537,1.6263201789,0.0287153053,0.0587988968,1.631479131,0.2525879477,-0.1116160086,1.4988226602,0.0607231721,-0.2971074342,1.7279355349,-0.2878877569,0.107643067,1.8125580639,-0.5447462108,0.1085869472,1.732623595,-0.3544415117,0.3264867693
1.7148026823,-0.0836580841,0.3009579956,1.6763090224,-0.130858253,0.0855228038,1.6438189697,-0.1786640364,-0.1454586443,1.6235102555,0.0266806537,0.0603437374,1.6287811399,0.2550917983,-0.1072279982,1.4967278392,0.0615323075,-0.2887894028,1.7291077892,-0.2883971521,0.1107018701,1.8162390755,-0.5455450864,0.1026984525,1.7303988516,-0.3581131507,0.319582389
1.7179358636,-0.0855602332,0.2997649909,1.6770735501,-0.1320091291,0.0847424207,1.6430413856,-0.1801871716,-0.1459467243,1.6226549135,0.0250437449,0.0599706327,1.6249697505,0.2535104702,-0.1055313442,1.4889763859,0.0629822607,-0.2841873236,1.7314921867,-0.2890619993,0.1095142087,1.8160314273,-0.5445280584,0.101928861,1.7270613161,-0.3585798988,0.3160881386
1.718688297,-0.0863753245,0.2967512858,1.6769478121,-0.1330324755,0.0821948443,1.6422142317,-0.1811602428,-0.1484008991,1.6213345983,0.0236716316,0.0578655502,1.6254775763,0.2530206802,-0.1024024398,1.4828015826,0.0644499504,-0.2823456871,1.7325610259,-0.2897366169,0.1065241383,1.8167434554,-0.5465749918,0.0976885706,1.7254400054,-0.3645884802,0.3174668066
1.7170317992,-0.0852992808,0.2968424174,1.675401541,-0.1312725782,0.0822157392,1.6411107096,-0.1794414664,-0.1484381113,1.6212109315,0.0258625682,0.057456371,1.6270336037,0.2542784831,-0.1019438579,1.4800466939,0.0676813856,-0.2807249189,1.7295921506,-0.2884077094,0.1069750998,1.815087071,-0.5459547586,0.0949520273,1.7254499042,-0.367045542,0.3180365698
1.7145446301,-0.0858892252,0.2999164927,1.6749371876,-0.1293975341,0.0846312378,1.6413113851,-0.1753488906,-0.1465652025,1.6226462369,0.0285261172,0.0608482572,1.6277920224,0.251507322,-0.1058417489,1.4715685171,0.0711011085,-0.2847490882,1.7272281382,-0.2873211702,0.1084142259,1.8125016901,-0.5434188184,0.0828438901,1.7243044213,-0.3762089373,0.3156721636
1.7088799547,-0.0848009739,0.3003346653,1.6728504954,-0.1250428513,0.0829324081,1.6399877425,-0.1683643373,-0.1488791472,1.6219837416,0.0335451463,0.0605059745,1.6225135455,0.2399114316,-0.1268294767,1.4448327545,0.0851389284,-0.3161463594,1.7237172492,-0.2836308449,0.1053588418,1.8041957682,-0.5393459119,0.0499509915,1.7085203486,-0.4360297045,0.3181928515
1.7086749936,-0.0775473888,0.3062088726,1.6734046702,-0.1141113383,0.0872249934,1.6400107728,-0.153528415,-0.1452048919,1.6279583262,0.0463276732,0.0665457932,1.6121077517,0.2251169446,-0.1503516247,1.4255162977,0.1394194666,-0.375341723,1.7188510142,-0.2745503575,0.1079041935,1.7882686756,-0.5318049548,-0.0003976514,1.6452531543,-0.5719504996,0.2535334159
1.7042890006,-0.0700573918,0.3118810689,1.6731080178,-0.1033166845,0.0921306189,1.6419748486,-0.1397459829,-0.1411012156,1.6351294414,0.0590855464,0.0718338223,1.6057962683,0.2337558221,-0.1640521783,1.4293550902,0.1874967207,-0.414048097,1.7110865941,-0.2657189346,0.112427423,1.7660900861,-0.5285517403,-0.0305587257,1.5495033937,-0.701971115,0.0557780074
1.6934840801,-0.0631411641,0.3218145192,1.6704456678,-0.0941434079,0.1022792035,1.650138648,-0.1262075007,-0.1327273748,1.6466017252,0.0707866803,0.0818364047,1.6060193816,0.2447346285,-0.1615779207,1.4451100941,0.2380308361,-0.4302427655,1.6942896104,-0.2590734884,0.1227220022,1.7163520349,-0.5283059514,-0.0341358058,1.5213824412,-0.7167446558,-0.1531798742
1.6737004938,-0.0501249175,0.3302167525,1.6600960423,-0.0818929347,0.1101315211,1.653493852,-0.1135578531,-0.1256798255,1.6533868541,0.0843786471,0.0879920499,1.6194850526,0.2639484231,-0.1497793862,1.4682580647,0.2676711037,-0.4280200722,1.6668052305,-0.2481645165,0.1322709924,1.6691668347,-0.5089037199,-0.0532843294,1.5333383216,-0.6405889112,-0.2906412829
1.6537267159,-0.039781897,0.3342917161,1.6471766955,-0.0689372098,0.1134787061,1.6536452985,-0.0988052433,-0.1225763104,1.6516486628,0.0976602188,0.0925214448,1.633440721,0.2914167666,-0.1277706026,1.4974706635,0.267335365,-0.4081254956,1.6427047281,-0.2355346307,0.1344359674,1.6405037408,-0.4850498823,-0.0648559099,1.5230571538,-0.5472130334,-0.3410597022
1.6348304175,-0.0267208607,0.3315260079,1.633525878,-0.0550116236,0.1108862269,1.6488455617,-0.0861288159,-0.124649245,1.6436896173,0.1113438977,0.0895694018,1.6422928917,0.311661367,-0.1081226096,1.5200157607,0.2474692369,-0.3802507005,1.6233621386,-0.221367145,0.132203052,1.6101421839,-0.459262915,-0.0680917451,1.5024651683,-0.4426266528,-0.354274867
1.6223473138,-0.011230121,0.32755178,1.6208671199,-0.0399058542,0.1078400545,1.6397633486,-0.0724751322,-0.1272645376,1.6362538818,0.1259991744,0.0860935075,1.6464152783,0.3362019705,-0.0971578878,1.5330239399,0.2130943152,-0.3480159461,1.605480358,-0.2058108752,0.1295866015,1.5842179073,-0.4324041235,-0.0636325587,1.4938881902,-0.3393504392,-0.337558649
1.6000426728,0.0038030289,0.3220127995,1.6082395938,-0.0233794972,0.1013177773,1.6345968771,-0.05411578,-0.1333056716,1.6285894999,0.1422775428,0.0819021142,1.6438052496,0.3517501176,-0.0934061082,1.5358505605,0.1860440784,-0.319364223,1.5878896877,-0.189036541,0.1207334404,1.5653607896,-0.4170668209,-0.0652019321,1.4930377823,-0.2701512235,-0.3195946261
1.5884800995,0.0182854044,0.3165449464,1.5993492604,-0.0091843108,0.0951885222,1.6286126832,-0.0424037697,-0.1387607277,1.6219727232,0.1560481179,0.0745560539,1.6448317873,0.3696295159,-0.0955920403,1.5276593979,0.162211422,-0.2768723717,1.5767257976,-0.1744167242,0.1158209906,1.5598530673,-0.4062081375,-0.0630168991,1.4846202391,-0.2141404817,-0.2806465361
1.5793997163,0.0304350579,0.3121070525,1.5913428612,0.000995889,0.0913430316,1.623692233,-0.0346038495,-0.1418531321,1.6132081399,0.1661340079,0.0691659799,1.6426486605,0.3810169591,-0.0900128545,1.5246559742,0.1587100987,-0.2487122959,1.5694775824,-0.1641422452,0.113520091,1.5604573076,-0.3984574944,-0.0573579429,1.4842994304,-0.1783309889,-0.2470077104
1.5795527633,0.0389732855,0.3127127344,1.5872022179,0.0073301461,0.0926913287,1.6204927646,-0.0311615948,-0.1399142623,1.6077033533,0.1723321689,0.0683205258,1.6416574096,0.3911997863,-0.0907009001,1.5153794455,0.1692447478,-0.2489190642,1.5667010824,-0.1576718575,0.1170621315,1.5580806789,-0.3862256611,-0.0565095378,1.4768158718,-0.1623320082,-0.2413860399
1.5739118672,0.0428575612,0.3092400073,1.581330621,0.008854613,0.0901848348,1.6159505245,-0.0320391082,-0.1418162995,1.6002244501,0.1737612338,0.0639366574,1.6390091926,0.3980760888,-0.0902696313,1.5142079494,0.1728398058,-0.241848961,1.5624367919,-0.1560520154,0.1164330121,1.5580871638,-0.394493636,-0.0606476146,1.4725360835,-0.1663817981,-0.2462882458
1.5720739556,0.0470204611,0.3076967706,1.5765146886,0.0116573907,0.0890380324,1.6091359436,-0.0315041944,-0.1428418482,1.5960438889,0.17622269,0.0611533476,1.6429519304,0.4025568162,-0.0888296433,1.5127520644,0.174224444,-0.227526629,1.5569854882,-0.1529079161,0.1169227172,1.5591343932,-0.3920618999,-0.0614209492,1.4711428958,-0.1627193887,-0.2424030326
1.5632369099,0.0482227602,0.3062952833,1.5715113916,0.0113678101,0.0884504501,1.6056809967,-0.0339425654,-0.1427955708,1.5906880482,0.1757169178,0.0590811779,1.645923994,0.4042620273,-0.0823034091,1.5103826211,0.1729681639,-0.2114767546,1.552334735,-0.1529812822,0.1178197222,1.5606562391,-0.3880997972,-0.0587604018,1.4656620908,-0.1543871639,-0.2259088566
1.5594346718,0.0493312172,0.3095833222,1.5691047821,0.0124638401,0.0913700756,1.6036311999,-0.033085914,-0.1397803961,1.5880156909,0.1768109326,0.0618087879,1.6473099936,0.4050390099,-0.0779150628,1.5113799589,0.1726262029,-0.2054480718,1.5501938732,-0.1518832371,0.1209313709,1.5580413463,-0.3781182394,-0.0554781275,1.4618483701,-0.1430037703,-0.2145249009
1.5557896459,0.0507591709,0.3092794415,1.5686145402,0.0143389242,0.091208441,1.6044301363,-0.0296030448,-0.1400437047,1.5878329481,0.1788692663,0.0629210017,1.6460188471,0.4047465552,-0.0806202582,1.508874714,0.1714652745,-0.2054951054,1.5493961322,-0.1501913913,0.119495888,1.5572196901,-0.3791088735,-0.056725561,1.4566249836,-0.1475783135,-0.2185024513
1.5529167186,0.0517734196,0.3096016872,1.5646197843,0.0151304592,0.0906588646,1.6008711729,-0.0290947838,-0.1404827785,1.5837073322,0.179646427,0.0621747247,1.6443927378,0.4050707375,-0.0831943489,1.5074112155,0.1709447155,-0.2053375683,1.5455322364,-0.1493855125,0.1191430046,1.5568666506,-0.3761409488,-0.0570491299,1.4538947623,-0.1425522157,-0.212599182
1.5533573895,0.0515317068,0.3085719309,1.5630215121,0.0160603678,0.0900765646,1.5981913518,-0.0269350246,-0.141461681,1.5824630667,0.1806826316,0.0624599466,1.6440551022,0.4041346095,-0.0811509059,1.5079693234,0.1706777498,-0.2049555208,1.5435799575,-0.1485619266,0.1176931903,1.5579767703,-0.3824005883,-0.0599636009,1.4552839266,-0.1402058513,-0.2091179859
1.5533039254,0.0512497394,0.3090223706,1.5624394837,0.0158996181,0.0906766949,1.5980646464,-0.0272212189,-0.1407720749,1.5816903641,0.1805297967,0.0629676093,1.6467183108,0.4049420229,-0.0801994692,1.510866051,0.1705546983,-0.2053123124,1.5431886033,-0.1487305376,0.1183857805,1.5619731358,-0.3913652953,-0.0614094392,1.4553035922,-0.1460601146,-0.2116277974
1.5533094318,0.0470869282,0.3084668286,1.5617839754,0.0125862021,0.0898865209,1.5967481208,-0.0291071586,-0.14192301,1.5802592233,0.1774440981,0.0630214934,1.647926075,0.4046077988,-0.0803955643,1.5095202264,0.1708423368,-0.2048788205,1.5433087275,-0.1522716749,0.1167515409,1.5604141525,-0.3846124323,-0.0610222646,1.4552681888,-0.1407853955,-0.2071828968
1.5514506734,0.047099178,0.3101808857,1.5612591993,0.0127996382,0.0912301508,1.5966990555,-0.0294872991,-0.1403960933,1.5799912821,0.1775718132,0.0640142922,1.6476404276,0.4043410741,-0.0814400579,1.509227872,0.1706481829,-0.2039778337,1.5425271164,-0.1519725444,0.118446017,1.5595943238,-0.3823162623,-0.0599441519,1.4496798249,-0.1470889743,-0.2093972927
1.5517573139,0.0445266312,0.3075756294,1.5616744809,0.0110847464,0.0890990763,1.5977941415,-0.0298944873,-0.1426609594,1.5799370839,0.1760539754,0.0627755839,1.6469699004,0.4033088451,-0.0810816875,1.5089593149,0.1704124031,-0.2048724861,1.5434118779,-0.1538844827,0.1154225687,1.5608061171,-0.3800611003,-0.0573256489,1.4489156889,-0.1467889283,-0.2025118529
1.5487417026,0.0436084415,0.3103862179,1.5619822277,0.0114813749,0.0915451811,1.5998852067,-0.0276748389,-0.1402401296,1.5810762568,0.1765944307,0.0667742522,1.6481504403,0.4023776971,-0.0826031152,1.5075451297,0.170341002,-0.2051132341,1.5428881986,-0.1536316618,0.11631611,1.5633343135,-0.3796706492,-0.0574432272,1.4488794305,-0.1468089632,-0.2034932066
1.553053968,0.0395862482,0.3089499228,1.5642197831,0.0080762318,0.0899323952,1.5997249286,-0.0299339756,-0.1424235092,1.5831394977,0.1733054978,0.0657939742,1.6497090585,0.3957632619,-0.0825406209,1.5011854761,0.173154913,-0.2116656399,1.5453000686,-0.1571530152,0.1140708161,1.5636703658,-0.3815966733,-0.0613449923,1.4507873563,-0.1492829095,-0.2150040015
1.5643242692,0.0340652477,0.31364202,1.574197592,0.0045832932,0.0934358986,1.6020535536,-0.030975553,-0.1402909494,1.5933237315,0.1699658898,0.0705540839,1.6453820382,0.3749694838,-0.1016857771,1.4837336642,0.1874052914,-0.2719798458,1.5550714525,-0.1607992958,0.1163177132,1.5573662321,-0.3760099045,-0.0711581711,1.4448631885,-0.1763411588,-0.268072568
1.5988537473,0.02937167,0.3250538805,1.5972387504,0.0073173733,0.1017872849,1.6054724706,-0.0175860293,-0.134613197,1.6198165718,0.1729769124,0.0851221781,1.641656217,0.3280659667,-0.1461776305,1.466840496,0.1978072221,-0.3557412279,1.5746609289,-0.1583421621,0.1184523916,1.549264839,-0.352578904,-0.1013242027,1.4230454349,-0.2191602544,-0.3453656397
1.6383911716,0.0224554353,0.3374162536,1.6251121921,0.0102468971,0.112526776,1.6123188852,-0.0019521438,-0.1246590901,1.6545292733,0.1753494307,0.1024482683,1.642082523,0.2779687087,-0.1863508193,1.4479275139,0.238707589,-0.4195188378,1.595695111,-0.1548556499,0.1226052761,1.5500031234,-0.3242595958,-0.1386109181,1.3975163998,-0.2824804623,-0.4038776309
1.6774132098,0.018417073,0.3512220795,1.6526641388,0.0066097955,0.1270698648,1.6226373107,-0.004046931,-0.108765169,1.6828531888,0.1715345476,0.1157734816,1.6443625934,0.241863462,-0.2112768836,1.4653762314,0.2659094964,-0.4622996331,1.6224750888,-0.1583149479,0.138366248,1.5529427064,-0.2864234339,-0.1651170171,1.3963361716,-0.3272939127,-0.4297448751
1.7104524138,0.0182447396,0.356332035,1.6773563005,0.00681843,0.1335532717,1.6376558927,-0.0036725939,-0.1009384953,1.7068577243,0.1717955458,0.1211773775,1.654791482,0.227447683,-0.2105477044,1.5022216974,0.2452410221,-0.4810685063,1.6478548768,-0.158158681,0.1459291583,1.5751352105,-0.2553363468,-0.1674528683,1.4396284583,-0.2907775794,-0.4459707116
1.7362041425,0.0150648815,0.3585153511,1.6955866585,0.0062468202,0.1360685246,1.6497162028,-0.0021230065,-0.0974103261,1.725167064,0.171256871,0.1243414872,1.66023938,0.2174027964,-0.2145907084,1.5192984013,0.2220288198,-0.4923736227,1.666006253,-0.1587632133,0.1477955619,1.590774152,-0.2373631601,-0.1757933341,1.4597957817,-0.227264337,-0.4584588533
1.7531300441,0.0129802002,0.3559628902,1.7072866021,0.0070975116,0.1348565218,1.659795896,0.0019551319,-0.0984055337,1.7379491681,0.1720183467,0.1249778691,1.6687711222,0.2169035296,-0.2140224872,1.5240751572,0.2182393476,-0.4900291578,1.6766240362,-0.1578233092,0.1447351592,1.598896654,-0.22967827,-0.1835048813,1.4694302733,-0.192555012,-0.4650976216
1.7634047055,0.0151772575,0.3590291672,1.718044897,0.0120468476,0.1382038638,1.6724441911,0.0104202219,-0.0954846131,1.750689162,0.1767177801,0.1306874475,1.6790407526,0.2282556334,-0.2089168425,1.5227345617,0.2351152125,-0.4784248743,1.685400632,-0.1526240735,0.1457202801,1.6017758858,-0.2200507875,-0.1849410948,1.4701854684,-0.1777481703,-0.4649928576
